Waveno.;Adjusted
1244,5;5,96E-01
1245,5;8,41E-01
1246,5;1,07E+00
1247,5;9,81E-01
1248,5;1,15E+00
1249,5;9,91E-01
1250,5;1,20E+00
1251,5;1,04E+00
1252,5;9,72E-01
1253,5;5,62E-01
1254,5;8,29E-01
1255,5;9,84E-01
1256,5;8,49E-01
1257,5;9,45E-01
1258,5;6,72E-01
1259,5;3,79E-01
1260,5;2,32E-01
1261,5;5,28E-01
1262,5;5,94E-01
1263,5;5,19E-01
1264,5;6,95E-01
1265,5;3,84E-01
1266,5;5,01E-01
1267,5;4,55E-01
1268,5;3,06E-01
1269,5;3,38E-01
1270,5;2,99E-01
1271,5;1,46E-01
1272,5;3,59E-01
1273,5;5,18E-01
1274,5;6,09E-01
1275,5;4,33E-01
1276,5;5,19E-01
1277,5;4,91E-01
1278,5;6,69E-01
1279,5;6,02E-01
1280,5;4,89E-01
1281,5;5,09E-01
1282,5;4,66E-01
1283,5;3,65E-01
1284,5;5,53E-01
1285,5;8,10E-01
1286,5;5,71E-01
1287,5;2,68E-01
1288,5;2,26E-01
1289,5;4,73E-01
1290,5;4,97E-01
1291,5;6,64E-01
1292,5;4,43E-01
1293,5;4,15E-01
1294,5;3,68E-01
1295,5;3,94E-01
1296,5;2,90E-01
1297,5;2,00E-01
1298,5;4,63E-01
1299,5;3,50E-01
1300,5;3,44E-01
1301,5;2,35E-01
1302,5;2,11E-01
1303,5;1,12E-01
1304,5;9,66E-02
1305,5;4,84E-02
1306,5;1,58E-01
1307,5;4,52E-01
1308,5;3,53E-01
1309,5;5,06E-01
1310,5;6,05E-01
1311,5;3,98E-01
1312,5;2,60E-01
1313,5;2,45E-01
1314,5;3,71E-01
1315,5;5,16E-01
1316,5;2,94E-01
1317,5;3,41E-01
1318,5;2,52E-01
1319,5;2,30E-01
1320,5;2,81E-01
1321,5;4,87E-01
1322,5;4,38E-01
1323,5;4,93E-01
1324,5;6,15E-01
1325,5;7,57E-01
1326,5;5,48E-01
1327,5;2,00E-01
1328,5;6,47E-01
1329,5;4,73E-01
1330,5;6,45E-01
1331,5;6,67E-01
1332,5;1,30E-01
1333,5;5,04E-01
1334,5;5,75E-01
1335,5;4,62E-01
1336,5;2,13E-01
1337,5;1,57E-01
1338,5;1,67E-01
1339,5;1,60E-01
1340,5;1,27E-01
1341,5;1,74E-01
1342,5;2,10E-01
1343,5;4,76E-01
1344,5;4,87E-01
1345,5;5,60E-01
1346,5;2,68E-01
1347,5;3,11E-01
1348,5;3,52E-01
1349,5;1,98E-01
1350,5;3,68E-01
1351,5;3,16E-01
1352,5;4,79E-01
1353,5;3,85E-01
1354,5;2,60E-01
1355,5;2,15E-01
1356,5;3,24E-01
1357,5;4,58E-01
1358,5;2,89E-01
1359,5;3,58E-01
1360,5;2,10E-01
1361,5;1,69E-01
1362,5;1,29E-01
1363,5;1,15E-01
1364,5;2,81E-01
1365,5;3,43E-01
1366,5;3,81E-01
1367,5;3,55E-01
1368,5;1,26E-01
1369,5;2,44E-01
1370,5;3,47E-01
1371,5;3,23E-01
1372,5;2,08E-01
1373,5;9,98E-02
1374,5;1,22E-01
1375,5;1,22E-01
1376,5;2,86E-01
1377,5;2,93E-01
1378,5;2,25E-01
1379,5;2,28E-01
1380,5;3,21E-01
1381,5;3,98E-01
1382,5;3,65E-01
1383,5;3,11E-01
1384,5;3,62E-01
1385,5;2,81E-01
1386,5;1,36E-01
1387,5;8,18E-02
1388,5;1,86E-01
1389,5;2,53E-01
1390,5;2,12E-01
1391,5;2,56E-01
1392,5;2,39E-01
1393,5;1,61E-01
1394,5;6,40E-02
1395,5;8,58E-02
1396,5;1,53E-01
1397,5;1,38E-01
1398,5;1,19E-01
1399,5;6,94E-02
1400,5;1,78E-01
1401,5;2,53E-01
1402,5;2,62E-01
1403,5;2,22E-01
1404,5;1,18E-01
1405,5;1,19E-01
1406,5;2,46E-01
1407,5;2,91E-01
1408,5;2,83E-01
1409,5;2,51E-01
1410,5;2,47E-01
1411,5;1,59E-01
1412,5;2,14E-01
1413,5;2,68E-01
1414,5;1,99E-01
1415,5;1,87E-01
1416,5;1,36E-01
1417,5;8,54E-02
1418,5;7,72E-02
1419,5;3,07E-02
1420,5;1,07E-01
1421,5;1,53E-01
1422,5;1,61E-01
1423,5;7,46E-02
1424,5;1,04E-01
1425,5;1,96E-01
1426,5;2,12E-01
1427,5;2,07E-01
1428,5;1,40E-01
1429,5;8,11E-02
1430,5;9,04E-02
1431,5;1,44E-01
1432,5;1,58E-01
1433,5;1,01E-01
1434,5;1,38E-01
1435,5;8,95E-02
1436,5;3,12E-02
1437,5;6,72E-02
1438,5;1,29E-01
1439,5;1,65E-01
1440,5;1,92E-01
1441,5;2,01E-01
1442,5;2,05E-01
1443,5;2,22E-01
1444,5;2,15E-01
1445,5;1,74E-01
1446,5;1,13E-01
1447,5;7,33E-02
1448,5;7,74E-02
1449,5;1,42E-01
1450,5;1,46E-01
1451,5;1,18E-01
1452,5;9,93E-02
1453,5;1,09E-01
1454,5;7,39E-02
1455,5;4,94E-02
1456,5;2,16E-02
1457,5;3,48E-02
1458,5;3,30E-02
1459,5;4,84E-02
1460,5;1,01E-01
1461,5;1,19E-01
1462,5;1,17E-01
1463,5;9,42E-02
1464,5;3,92E-02
1465,5;5,03E-02
1466,5;9,05E-02
1467,5;1,11E-01
1468,5;1,29E-01
1469,5;1,10E-01
1470,5;8,50E-02
1471,5;4,01E-02
1472,5;3,34E-02
1473,5;2,98E-02
1474,5;6,71E-02
1475,5;7,16E-02
1476,5;3,87E-02
1477,5;1,05E-01
1478,5;1,30E-01
1479,5;1,38E-01
1480,5;1,07E-01
1481,5;6,01E-02
1482,5;1,24E-01
1483,5;1,29E-01
1484,5;1,15E-01
1485,5;1,04E-01
1486,5;5,99E-02
1487,5;3,00E-02
1488,5;6,70E-02
1489,5;3,04E-02
1490,5;3,11E-02
1491,5;6,01E-02
1492,5;8,87E-02
1493,5;8,81E-02
1494,5;8,08E-02
1495,5;4,93E-02
1496,5;2,29E-02
1497,5;5,60E-02
1498,5;2,73E-02
1499,5;4,69E-02
1500,5;6,08E-02
1501,5;5,18E-02
1502,5;6,66E-02
1503,5;6,06E-02
1504,5;4,29E-02
1505,5;1,15E-02
1506,5;1,57E-02
1507,5;1,57E-02
1508,5;2,50E-02
1509,5;3,50E-02
1510,5;5,18E-02
1511,5;6,02E-02
1512,5;3,59E-02
1513,5;7,34E-02
1514,5;5,63E-02
1515,5;4,56E-02
1516,5;2,61E-02
1517,5;1,75E-02
1518,5;5,14E-02
1519,5;4,58E-02
1520,5;2,17E-02
1521,5;1,51E-02
1522,5;1,77E-02
1523,5;3,52E-02
1524,5;4,05E-02
1525,5;2,12E-02
1526,5;4,88E-02
1527,5;3,56E-02
1528,5;2,99E-02
1529,5;6,05E-02
1530,5;6,65E-02
1531,5;4,35E-02
1532,5;4,05E-02
1533,5;1,13E-02
1534,5;3,30E-02
1535,5;4,30E-02
1536,5;4,49E-02
1537,5;3,80E-02
1538,5;1,28E-02
1539,5;1,06E-02
1540,5;1,07E-02
1541,5;1,97E-02
1542,5;1,55E-02
1543,5;2,71E-02
1544,5;3,39E-02
1545,5;2,21E-02
1546,5;5,49E-02
1547,5;6,35E-02
1548,5;5,78E-02
1549,5;3,49E-02
1550,5;3,50E-02
1551,5;5,16E-02
1552,5;4,72E-02
1553,5;3,74E-02
1554,5;1,52E-02
1555,5;3,63E-02
1556,5;3,12E-02
1557,5;9,22E-03
1558,5;6,34E-03
1559,5;1,18E-02
1560,5;1,04E-02
1561,5;3,45E-02
1562,5;4,62E-02
1563,5;4,62E-02
1564,5;2,63E-02
1565,5;3,67E-02
1566,5;5,37E-02
1567,5;5,48E-02
1568,5;3,15E-02
1569,5;1,19E-02
1570,5;3,02E-02
1571,5;5,15E-02
1572,5;5,37E-02
1573,5;5,07E-02
1574,5;4,13E-02
1575,5;2,03E-02
1576,5;9,33E-03
1577,5;2,97E-02
1578,5;5,02E-02
1579,5;6,67E-02
1580,5;8,01E-02
1581,5;8,95E-02
1582,5;8,72E-02
1583,5;9,84E-02
1584,5;1,11E-01
1585,5;1,14E-01
1586,5;1,15E-01
1587,5;1,14E-01
1588,5;1,17E-01
1589,5;7,54E-02
1590,5;8,80E-02
1591,5;7,17E-02
1592,5;1,03E-01
1593,5;9,76E-02
1594,5;4,24E-02
1595,5;8,63E-02
1596,5;6,43E-02
1597,5;1,12E-01
1598,5;1,17E-01
1599,5;1,14E-01
1600,5;9,30E-02
1601,5;5,56E-02
1602,5;7,16E-02
1603,5;4,49E-02
1604,5;9,68E-02
1605,5;1,00E-01
1606,5;6,11E-02
1607,5;4,44E-02
1608,5;7,03E-02
1609,5;2,65E-02
1610,5;6,80E-02
1611,5;7,74E-02
1612,5;6,84E-02
1613,5;5,58E-02
1614,5;4,55E-02
1615,5;2,95E-02
1616,5;6,89E-03
1617,5;1,99E-02
1618,5;3,75E-02
1619,5;4,66E-02
1620,5;4,42E-02
1621,5;4,39E-02
1622,5;2,55E-02
1623,5;1,05E-02
1624,5;3,14E-02
1625,5;4,30E-02
1626,5;4,49E-02
1627,5;1,85E-02
1628,5;2,95E-02
1629,5;4,75E-02
1630,5;5,77E-02
1631,5;5,13E-02
1632,5;4,48E-02
1633,5;3,56E-02
1634,5;1,64E-02
1635,5;4,00E-03
1636,5;2,00E-02
1637,5;1,33E-02
1638,5;3,03E-02
1639,5;4,42E-02
1640,5;3,24E-02
1641,5;4,85E-02
1642,5;3,54E-02
1643,5;4,24E-02
1644,5;3,21E-02
1645,5;1,36E-02
1646,5;1,25E-02
1647,5;1,18E-02
1648,5;1,32E-02
1649,5;2,64E-02
1650,5;2,65E-02
1651,5;1,71E-02
1652,5;3,18E-03
1653,5;3,98E-03
1654,5;9,02E-03
1655,5;2,33E-02
1656,5;2,85E-02
1657,5;3,52E-02
1658,5;4,22E-02
1659,5;4,48E-02
1660,5;4,16E-02
1661,5;2,62E-02
1662,5;1,12E-02
1663,5;2,10E-02
1664,5;3,74E-02
1665,5;4,22E-02
1666,5;4,19E-02
1667,5;3,36E-02
1668,5;1,47E-02
1669,5;6,55E-03
1670,5;2,32E-02
1671,5;1,23E-02
1672,5;2,68E-02
1673,5;3,25E-02
1674,5;1,98E-02
1675,5;6,02E-03
1676,5;2,74E-02
1677,5;3,14E-02
1678,5;3,94E-02
1679,5;2,25E-02
1680,5;2,00E-02
1681,5;2,86E-02
1682,5;1,89E-02
1683,5;6,93E-03
1684,5;4,14E-03
1685,5;1,12E-02
1686,5;2,29E-02
1687,5;2,62E-02
1688,5;2,06E-02
1689,5;2,41E-02
1690,5;1,99E-02
1691,5;3,56E-02
1692,5;2,85E-02
1693,5;2,79E-02
1694,5;2,04E-02
1695,5;4,78E-03
1696,5;1,06E-02
1697,5;1,43E-02
1698,5;1,82E-02
1699,5;7,08E-03
1700,5;2,02E-03
1701,5;1,28E-02
1702,5;2,19E-02
1703,5;2,44E-02
1704,5;1,09E-02
1705,5;2,00E-02
1706,5;8,50E-03
1707,5;2,21E-02
1708,5;3,46E-02
1709,5;3,29E-02
1710,5;2,01E-02
1711,5;3,96E-02
1712,5;3,19E-02
1713,5;2,38E-02
1714,5;1,45E-02
1715,5;1,18E-02
1716,5;1,87E-02
1717,5;6,63E-03
1718,5;7,31E-03
1719,5;2,19E-02
1720,5;3,58E-02
1721,5;3,78E-02
1722,5;4,53E-02
1723,5;2,53E-02
1724,5;4,92E-02
1725,5;5,70E-02
1726,5;4,01E-02
1727,5;4,77E-02
1728,5;4,74E-02
1729,5;2,38E-02
1730,5;1,83E-02
1731,5;3,01E-02
1732,5;1,75E-02
1733,5;8,35E-03
1734,5;4,30E-03
1735,5;1,58E-02
1736,5;2,59E-02
1737,5;2,20E-02
1738,5;2,36E-02
1739,5;7,92E-03
1740,5;1,42E-02
1741,5;2,90E-02
1742,5;2,56E-02
1743,5;1,30E-02
1744,5;2,58E-02
1745,5;2,57E-02
1746,5;2,20E-02
1747,5;1,34E-02
1748,5;1,20E-02
1749,5;1,85E-02
1750,5;2,21E-02
1751,5;1,19E-02
1752,5;2,89E-02
1753,5;4,23E-02
1754,5;5,37E-02
1755,5;4,62E-02
1756,5;1,80E-02
1757,5;2,87E-02
1758,5;3,49E-02
1759,5;4,81E-02
1760,5;3,53E-02
1761,5;1,15E-02
1762,5;1,99E-02
1763,5;4,05E-02
1764,5;4,34E-02
1765,5;5,24E-02
1766,5;5,00E-02
1767,5;2,88E-02
1768,5;1,83E-02
1769,5;3,33E-02
1770,5;1,86E-02
1771,5;8,16E-03
1772,5;5,79E-03
1773,5;1,46E-02
1774,5;2,64E-02
1775,5;1,68E-02
1776,5;3,70E-02
1777,5;4,84E-02
1778,5;4,11E-02
1779,5;2,97E-02
1780,5;1,31E-02
1781,5;2,97E-02
1782,5;5,14E-02
1783,5;4,14E-02
1784,5;3,27E-02
1785,5;4,13E-02
1786,5;6,42E-02
1787,5;6,33E-02
1788,5;4,27E-02
1789,5;4,26E-02
1790,5;2,14E-02
1791,5;1,67E-02
1792,5;6,24E-03
1793,5;1,74E-02
1794,5;3,07E-02
1795,5;1,95E-02
1796,5;2,20E-02
1797,5;4,56E-02
1798,5;3,38E-02
1799,5;1,06E-02
1800,5;2,88E-02
1801,5;2,77E-02
1802,5;2,59E-02
1803,5;6,19E-02
1804,5;6,25E-02
1805,5;4,47E-02
1806,5;7,45E-02
1807,5;3,98E-02
1808,5;5,54E-02
1809,5;4,53E-02
1810,5;1,33E-02
1811,5;3,41E-02
1812,5;3,65E-02
1813,5;7,65E-02
1814,5;8,55E-02
1815,5;8,71E-02
1816,5;8,01E-02
1817,5;5,39E-02
1818,5;9,25E-02
1819,5;9,36E-02
1820,5;8,29E-02
1821,5;5,67E-02
1822,5;4,36E-02
1823,5;4,93E-02
1824,5;2,46E-02
1825,5;1,16E-02
1826,5;3,67E-02
1827,5;4,03E-02
1828,5;2,23E-02
1829,5;8,55E-03
1830,5;1,07E-02
1831,5;3,38E-02
1832,5;5,25E-02
1833,5;5,61E-02
1834,5;5,07E-02
1835,5;5,61E-02
1836,5;4,39E-02
1837,5;2,45E-02
1838,5;6,07E-02
1839,5;5,93E-02
1840,5;6,16E-02
1841,5;4,83E-02
1842,5;2,61E-02
1843,5;1,43E-02
1844,5;5,81E-03
1845,5;1,61E-02
1846,5;3,68E-02
1847,5;2,19E-02
1848,5;3,83E-02
1849,5;6,81E-02
1850,5;8,28E-02
1851,5;8,75E-02
1852,5;5,98E-02
1853,5;9,58E-02
1854,5;9,15E-02
1855,5;1,04E-01
1856,5;7,75E-02
1857,5;9,28E-02
1858,5;4,17E-02
1859,5;6,26E-02
1860,5;8,04E-02
1861,5;6,65E-02
1862,5;8,56E-02
1863,5;8,35E-02
1864,5;6,00E-02
1865,5;4,47E-02
1866,5;1,53E-02
1867,5;1,45E-02
1868,5;1,22E-02
1869,5;8,13E-03
1870,5;2,17E-02
1871,5;4,83E-02
1872,5;6,94E-02
1873,5;8,42E-02
1874,5;9,56E-02
1875,5;1,03E-01
1876,5;7,37E-02
1877,5;1,07E-01
1878,5;1,16E-01
1879,5;6,57E-02
1880,5;1,13E-01
1881,5;1,18E-01
1882,5;1,11E-01
1883,5;8,62E-02
1884,5;2,77E-02
1885,5;5,48E-02
1886,5;8,32E-02
1887,5;6,77E-02
1888,5;3,79E-02
1889,5;1,00E-02
1890,5;3,29E-02
1891,5;6,17E-02
1892,5;7,14E-02
1893,5;6,44E-02
1894,5;3,99E-02
1895,5;2,13E-02
1896,5;7,00E-02
1897,5;8,15E-02
1898,5;1,11E-01
1899,5;1,20E-01
1900,5;1,21E-01
1901,5;9,13E-02
1902,5;9,49E-02
1903,5;8,44E-02
1904,5;3,22E-02
1905,5;8,71E-02
1906,5;7,73E-02
1907,5;3,61E-02
1908,5;3,52E-02
1909,5;2,48E-02
1910,5;2,90E-02
1911,5;6,51E-02
1912,5;7,68E-02
1913,5;8,50E-02
1914,5;7,09E-02
1915,5;6,18E-02
1916,5;4,67E-02
1917,5;1,53E-02
1918,5;1,36E-02
1919,5;3,93E-02
1920,5;5,26E-02
1921,5;4,31E-02
1922,5;1,40E-02
1923,5;1,90E-02
1924,5;5,47E-02
1925,5;8,16E-02
1926,5;8,99E-02
1927,5;1,02E-01
1928,5;1,23E-01
1929,5;1,27E-01
1930,5;1,28E-01
1931,5;1,23E-01
1932,5;4,57E-02
1933,5;4,84E-02
1934,5;1,09E-01
1935,5;1,21E-01
1936,5;1,20E-01
1937,5;9,36E-02
1938,5;1,02E-01
1939,5;8,49E-02
1940,5;6,73E-02
1941,5;3,15E-02
1942,5;8,97E-03
1943,5;3,40E-02
1944,5;4,88E-02
1945,5;2,15E-02
1946,5;2,36E-02
1947,5;7,79E-02
1948,5;1,05E-01
1949,5;9,00E-02
1950,5;1,12E-01
1951,5;1,10E-01
1952,5;1,33E-01
1953,5;1,20E-01
1954,5;6,01E-02
1955,5;5,06E-02
1956,5;6,49E-02
1957,5;8,46E-02
1958,5;1,32E-01
1959,5;1,20E-01
1960,5;8,41E-02
1961,5;4,80E-02
1962,5;1,15E-01
1963,5;1,21E-01
1964,5;1,04E-01
1965,5;6,32E-02
1966,5;2,27E-02
1967,5;1,66E-02
1968,5;5,98E-02
1969,5;9,38E-02
1970,5;1,18E-01
1971,5;1,37E-01
1972,5;1,45E-01
1973,5;1,50E-01
1974,5;1,50E-01
1975,5;1,22E-01
1976,5;8,01E-02
1977,5;1,35E-01
1978,5;1,58E-01
1979,5;1,59E-01
1980,5;1,30E-01
1981,5;1,37E-01
1982,5;1,38E-01
1983,5;1,40E-01
1984,5;1,21E-01
1985,5;1,27E-01
1986,5;1,02E-01
1987,5;5,76E-02
1988,5;2,30E-02
1989,5;6,72E-02
1990,5;6,52E-02
1991,5;2,37E-02
1992,5;1,36E-02
1993,5;4,05E-02
1994,5;9,10E-02
1995,5;1,12E-01
1996,5;1,22E-01
1997,5;1,19E-01
1998,5;5,53E-02
1999,5;6,26E-02
2000,5;1,20E-01
2001,5;1,43E-01
2002,5;1,46E-01
2003,5;1,40E-01
2004,5;1,48E-01
2005,5;1,26E-01
2006,5;1,31E-01
2007,5;5,66E-02
2008,5;9,04E-02
2009,5;6,05E-02
2010,5;1,26E-01
2011,5;1,37E-01
2012,5;1,33E-01
2013,5;1,31E-01
2014,5;1,09E-01
2015,5;8,05E-02
2016,5;2,69E-02
2017,5;3,97E-02
2018,5;2,65E-02
2019,5;5,00E-02
2020,5;9,95E-02
2021,5;1,18E-01
2022,5;8,12E-02
2023,5;7,46E-02
2024,5;1,26E-01
2025,5;1,21E-01
2026,5;4,55E-02
2027,5;8,65E-02
2028,5;1,40E-01
2029,5;1,42E-01
2030,5;1,38E-01
2031,5;1,54E-01
2032,5;1,45E-01
2033,5;1,28E-01
2034,5;1,11E-01
2035,5;1,32E-01
2036,5;1,29E-01
2037,5;6,30E-02
2038,5;1,12E-01
2039,5;1,05E-01
2040,5;6,95E-02
2041,5;2,39E-02
2042,5;7,42E-02
2043,5;5,53E-02
2044,5;6,03E-02
2045,5;1,07E-01
2046,5;6,47E-02
2047,5;1,01E-01
2048,5;1,23E-01
2049,5;1,08E-01
2050,5;9,99E-02
2051,5;1,20E-01
2052,5;1,02E-01
2053,5;8,31E-02
2054,5;1,18E-01
2055,5;9,62E-02
2056,5;8,99E-02
2057,5;1,24E-01
2058,5;7,81E-02
2059,5;7,05E-02
2060,5;3,49E-02
2061,5;6,48E-02
2062,5;7,59E-02
2063,5;8,43E-02
2064,5;2,52E-02
2065,5;2,52E-02
2066,5;6,64E-02
2067,5;6,72E-02
2068,5;1,04E-01
2069,5;9,52E-02
2070,5;8,78E-02
2071,5;1,12E-01
2072,5;6,05E-02
2073,5;7,42E-02
2074,5;5,02E-02
2075,5;9,51E-02
2076,5;5,78E-02
2077,5;3,89E-03
2078,5;2,67E-02
2079,5;7,41E-02
2080,5;8,79E-02
2081,5;8,33E-02
2082,5;8,81E-02
2083,5;1,00E-01
2084,5;1,16E-01
2085,5;9,69E-02
2086,5;9,98E-02
2087,5;4,68E-02
2088,5;8,49E-02
2089,5;5,28E-02
2090,5;4,30E-02
2091,5;9,17E-02
2092,5;1,01E-01
2093,5;5,74E-02
2094,5;9,60E-02
2095,5;9,45E-02
2096,5;1,07E-01
2097,5;6,89E-02
2098,5;1,09E-01
2099,5;1,04E-01
2100,5;6,21E-02
2101,5;1,09E-01
2102,5;1,10E-01
2103,5;1,06E-01
2104,5;1,10E-01
2105,5;8,47E-02
2106,5;6,79E-02
2107,5;7,70E-02
2108,5;1,05E-01
2109,5;1,11E-01
2110,5;1,07E-01
2111,5;1,09E-01
2112,5;1,14E-01
2113,5;9,48E-02
2114,5;4,51E-02
2115,5;6,24E-02
2116,5;8,12E-02
2117,5;1,08E-01
2118,5;1,06E-01
2119,5;9,93E-02
2120,5;1,03E-01
2121,5;6,85E-02
2122,5;8,31E-02
2123,5;9,52E-02
2124,5;5,48E-02
2125,5;8,83E-02
2126,5;1,07E-01
2127,5;1,09E-01
2128,5;1,04E-01
2129,5;7,08E-02
2130,5;1,17E-01
2131,5;1,13E-01
2132,5;1,22E-01
2133,5;1,24E-01
2134,5;1,20E-01
2135,5;9,10E-02
2136,5;4,99E-02
2137,5;6,19E-02
2138,5;8,07E-02
2139,5;5,56E-02
2140,5;1,14E-01
2141,5;1,16E-01
2142,5;1,12E-01
2143,5;1,20E-01
2144,5;9,74E-02
2145,5;6,18E-02
2146,5;1,08E-01
2147,5;7,78E-02
2148,5;9,46E-02
2149,5;1,13E-01
2150,5;1,16E-01
2151,5;9,72E-02
2152,5;6,93E-02
2153,5;1,09E-01
2154,5;1,01E-01
2155,5;1,09E-01
2156,5;8,33E-02
2157,5;1,09E-01
2158,5;1,07E-01
2159,5;1,08E-01
2160,5;9,37E-02
2161,5;6,62E-02
2162,5;8,14E-02
2163,5;7,80E-02
2164,5;1,06E-01
2165,5;9,98E-02
2166,5;1,02E-01
2167,5;9,20E-02
2168,5;9,53E-02
2169,5;9,55E-02
2170,5;9,40E-02
2171,5;6,66E-02
2172,5;8,04E-02
2173,5;8,86E-02
2174,5;8,38E-02
2175,5;7,94E-02
2176,5;8,37E-02
2177,5;8,37E-02
2178,5;7,25E-02
2179,5;7,60E-02
2180,5;6,86E-02
2181,5;5,19E-02
2182,5;6,00E-02
2183,5;5,61E-02
2184,5;5,30E-02
2185,5;4,57E-02
2186,5;4,33E-02
2187,5;4,27E-02
2188,5;4,39E-02
2189,5;4,35E-02
2190,5;4,36E-02
2191,5;4,56E-02
2192,5;4,23E-02
2193,5;3,47E-02
2194,5;3,10E-02
2195,5;2,84E-02
2196,5;2,76E-02
2197,5;2,56E-02
2198,5;2,29E-02
2199,5;2,49E-02
2200,5;2,13E-02
2201,5;2,77E-02
2202,5;2,51E-02
2203,5;2,18E-02
2204,5;1,92E-02
2205,5;1,53E-02
2206,5;1,58E-02
2207,5;1,79E-02
2208,5;1,81E-02
2209,5;1,71E-02
2210,5;1,71E-02
2211,5;1,51E-02
2212,5;1,28E-02
2213,5;1,29E-02
2214,5;1,20E-02
2215,5;1,35E-02
2216,5;1,40E-02
2217,5;1,41E-02
2218,5;1,37E-02
2219,5;1,31E-02
2220,5;2,06E-02
2221,5;2,01E-02
2222,5;2,10E-02
2223,5;3,80E-02
2224,5;1,95E-02
2225,5;2,34E-02
2226,5;1,50E-02
2227,5;9,70E-03
2228,5;9,07E-03
2229,5;1,11E-02
2230,5;6,23E-03
2231,5;6,98E-03
2232,5;5,83E-03
2233,5;6,21E-03
2234,5;5,85E-03
2235,5;3,53E-03
2236,5;6,13E-03
2237,5;2,25E-03
2238,5;5,94E-03
2239,5;1,58E-03
2240,5;6,79E-03
2241,5;1,53E-03
2242,5;6,47E-03
2243,5;1,68E-03
2244,5;5,14E-03
2245,5;2,42E-03
2246,5;4,55E-03
2247,5;3,73E-03
2248,5;4,70E-03
2249,5;2,49E-03
2250,5;4,72E-03
2251,5;1,07E-03
2252,5;3,41E-03
2253,5;9,02E-04
2254,5;3,02E-03
2255,5;3,62E-04
2256,5;2,81E-03
2257,5;6,61E-04
2258,5;1,91E-03
2259,5;4,21E-04
2260,5;1,32E-03
2261,5;3,79E-04
2262,5;1,04E-03
2263,5;4,51E-04
2264,5;7,60E-04
2265,5;8,06E-04
2266,5;2,13E-04
2267,5;6,42E-04
2268,5;1,40E-04
2269,5;5,72E-04
2270,5;1,74E-04
2271,5;3,91E-04
2272,5;4,18E-04
2273,5;1,53E-04
2274,5;4,17E-04
2275,5;1,09E-04
2276,5;3,57E-04
2277,5;1,90E-04
2278,5;2,37E-04
2279,5;4,63E-04
2280,5;1,88E-04
2281,5;5,24E-04
2282,5;6,17E-04
2283,5;1,29E-03
2284,5;2,44E-04
2285,5;3,99E-04
2286,5;3,81E-04
2287,5;1,26E-04
2288,5;1,05E-04
2289,5;1,47E-04
2290,5;1,06E-04
2291,5;5,77E-05
2292,5;8,69E-05
2293,5;3,59E-05
2294,5;4,58E-05
2295,5;5,12E-05
2296,5;6,66E-05
2297,5;4,87E-05
2298,5;2,78E-05
2299,5;5,12E-05
2300,5;2,06E-05
2301,5;3,52E-05
2302,5;7,02E-06
2303,5;2,93E-05
2304,5;4,48E-05
2305,5;2,74E-05
2306,5;2,26E-05
2307,5;1,71E-05
2308,5;2,77E-06
2309,5;8,51E-06
2310,5;4,14E-06
2311,5;2,20E-06
2312,5;3,48E-06
2313,5;2,11E-06
2314,5;2,50E-06
2315,5;8,11E-07
2316,5;2,28E-07
2317,5;2,66E-09
2318,5;7,25E-10
2319,5;-4,73E-09
2320,5;-4,22E-08
2321,5;-1,19E-08
2322,5;-1,98E-08
2323,5;-3,14E-08
2324,5;-2,56E-08
2325,5;-8,05E-05
2326,5;-1,95E-04
2327,5;-2,97E-04
2328,5;-1,59E-04
2329,5;-5,41E-04
2330,5;-8,94E-05
2331,5;-6,87E-04
2332,5;1,22E-05
2333,5;-4,98E-04
2334,5;-7,11E-04
2335,5;-2,85E-04
2336,5;-1,64E-04
2337,5;-2,80E-05
2338,5;-5,62E-04
2339,5;-1,95E-04
2340,5;-3,60E-04
2341,5;-1,14E-04
2342,5;-8,50E-05
2343,5;-2,48E-04
2344,5;-5,34E-05
2345,5;-2,24E-04
2346,5;-5,57E-04
2347,5;-4,67E-04
2348,5;-1,28E-03
2349,5;-1,34E-03
2350,5;-1,30E-03
2351,5;-2,59E-04
2352,5;-7,90E-04
2353,5;-4,15E-04
2354,5;0,00E+00
2355,5;-1,73E-04
2356,5;-6,21E-05
2357,5;-1,37E-05
2358,5;-4,75E-05
2359,5;-1,91E-04
2360,5;-7,41E-05
2361,5;-1,92E-05
2362,5;0,00E+00
2363,5;-4,70E-05
2364,5;-5,65E-06
2365,5;-1,74E-07
2366,5;-3,12E-07
2367,5;-6,87E-07
2368,5;-5,35E-07
2369,5;-1,14E-06
2370,5;-7,16E-07
2371,5;-5,33E-07
2372,5;-4,85E-07
2373,5;-2,67E-07
2374,5;-4,81E-08
2375,5;9,51E-08
2376,5;5,87E-07
2377,5;2,42E-06
2378,5;6,76E-06
2379,5;1,56E-05
2380,5;3,48E-05
2381,5;7,78E-05
2382,5;1,67E-04
2383,5;3,13E-04
2384,5;4,52E-04
2385,5;7,79E-04
2386,5;1,83E-03
2387,5;2,53E-03
2388,5;4,74E-03
2389,5;6,96E-03
2390,5;1,20E-02
2391,5;1,50E-02
2392,5;1,98E-02
2393,5;2,35E-02
2394,5;2,62E-02
2395,5;2,80E-02
2396,5;2,94E-02
2397,5;3,04E-02
2398,5;3,16E-02
2399,5;3,25E-02
2400,5;3,35E-02
2401,5;3,43E-02
2402,5;3,51E-02
2403,5;3,57E-02
2404,5;3,61E-02
